"PUBID","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","KEY!ETHNICITY","KEY!RACE","CV_INCOME_GROSS_YR","CV_HH_NET_WORTH_P","CV_YTH_REL_HH_CURRENT","CV_SAMPLE_TYPE","CV_HGC_BIO_DAD","CV_HGC_BIO_MOM","CV_HGC_RES_DAD","CV_HGC_RES_MOM","KEY!RACE_ETHNICITY","CVC_HGC_EVER","CVC_HIGHEST_DEGREE_EVER","CVC_HS_DIPLOMA","CVC_BA_DEGREE","CVC_RND"
1324,2,6,1980,0,2,17920,8650,4,1,12,12,-4,12,1,13,2,221,-4,17
1325,2,10,1982,0,2,40000,-3,4,1,20,16,-4,16,1,19,4,257,348,17
1326,1,2,1983,0,1,32000,17848,2,1,9,12,12,12,4,9,0,-4,-4,17
1327,2,12,1981,0,1,36900,6250,4,1,12,12,-4,12,4,12,2,245,-4,15
1328,2,10,1980,0,2,18000,88000,4,1,10,14,-4,14,1,12,2,221,-4,17
1329,2,3,1981,1,5,19200,1500,4,1,12,12,-4,12,2,11,1,-4,-4,17
1330,2,3,1982,0,1,162500,392500,1,1,18,17,18,17,4,19,7,246,294,17
1331,2,7,1983,0,1,-3,-3,1,1,18,16,18,16,4,14,2,257,-4,7
1332,1,2,1980,0,1,-4,-4,1,1,16,12,16,12,4,17,4,221,281,17
1333,2,9,1982,0,1,-4,-4,1,1,16,12,16,12,4,15,2,245,-4,7
1334,2,9,1980,0,1,246474,-3,5,1,20,18,20,-4,4,20,4,234,282,17
1335,1,12,1980,0,1,246474,600000,1,1,18,16,18,16,4,16,4,233,281,17
1336,1,6,1984,0,1,246474,600000,1,1,18,16,18,16,4,16,4,269,317,17
1337,2,11,1982,0,1,157500,315751,1,1,16,16,16,16,4,16,4,257,305,9
1338,2,10,1981,0,1,-3,-3,1,1,16,15,16,15,4,18,5,233,-3,17
1339,1,3,1981,0,1,39250,600000,1,1,17,13,17,13,4,16,4,233,368,16
1340,2,11,1984,0,1,39250,600000,1,1,17,13,17,13,4,6,0,-4,-4,1
1341,1,1,1983,0,1,-3,-3,1,1,19,18,19,18,4,18,4,257,312,17
1342,1,3,1980,0,1,83130,112900,1,1,12,12,12,12,4,20,5,221,288,17
1343,1,12,1980,0,1,92000,136500,1,1,16,16,16,16,4,14,2,228,-4,17
1344,2,10,1983,0,1,92000,136500,1,1,16,16,16,16,4,12,2,270,-4,17
1345,2,1,1980,0,2,57000,-3,4,1,16,17,-4,17,1,17,4,221,332,17
1346,1,11,1983,0,2,33000,-3,1,1,13,14,13,14,1,12,2,269,-4,8
1347,2,1,1983,0,1,72000,451650,1,1,14,12,14,12,4,15,2,257,-4,17
1348,1,12,1981,0,1,43500,64800,1,1,16,12,16,12,4,13,2,245,-4,6
1349,1,9,1983,0,1,50576,-3,4,1,18,16,-4,16,4,14,3,269,-4,17
1350,2,11,1983,1,5,16000,3850,1,1,5,10,5,10,2,12,2,396,-4,17
1351,1,11,1981,1,1,0,7500,1,1,4,-3,4,-3,2,13,2,257,-4,17
1352,1,5,1983,1,1,0,7500,1,1,4,-3,4,-3,2,11,0,-4,-4,17
1353,1,8,1984,1,1,0,7500,1,1,4,-3,4,-3,2,13,2,281,-4,17
1354,2,7,1980,1,5,-3,-4,10,1,-4,-3,-4,-4,2,7,0,-4,-4,8
1355,2,11,1981,1,5,65000,-4,9,1,-3,-3,-4,-4,2,8,0,-4,-4,8
1356,2,5,1981,1,5,-3,3000,1,1,5,4,5,4,2,9,0,-4,-4,17
1357,2,10,1982,1,5,-3,3000,1,1,5,4,5,4,2,16,4,258,324,17
1358,2,8,1984,1,5,-3,3000,1,1,5,4,5,4,2,18,5,269,341,17
1359,1,5,1981,0,2,11850,4750,4,1,15,13,-4,13,1,16,4,233,329,17
1360,1,7,1981,1,4,103750,600000,1,1,16,12,16,12,2,16,4,233,281,17
1361,1,11,1982,0,4,103750,600000,1,1,16,12,16,12,4,17,4,257,312,17
1362,2,7,1980,0,1,55000,9650,2,1,18,20,15,20,4,15,2,243,-4,17
1363,1,3,1981,1,5,-3,75300,4,1,-3,15,-4,15,2,16,4,-4,365,17
1364,1,12,1980,0,1,-3,-3,8,1,10,12,-4,-4,4,15,2,235,-4,17
1365,1,7,1982,1,5,-3,1750,4,1,-3,3,-4,3,2,9,0,-4,-4,13
1366,1,3,1980,1,5,-3,58000,1,1,12,12,12,12,2,15,2,221,-4,17
1367,1,2,1984,0,1,51512,56000,1,1,12,14,12,14,4,16,4,270,317,17
1368,2,12,1982,1,5,42000,-33700,1,1,9,12,9,12,2,12,2,257,-4,17
1369,2,9,1981,0,1,58300,12750,4,1,12,13,-4,13,4,16,4,245,432,17
1370,2,3,1984,0,1,91000,80000,1,1,16,16,16,16,4,16,4,269,320,17
1371,1,10,1981,0,1,40500,-3,1,1,16,16,16,16,4,17,4,-3,305,17
1372,2,8,1983,0,1,40500,-3,1,1,16,16,16,16,4,7,0,-4,-4,1
1373,1,8,1983,0,1,75500,398750,1,1,16,12,16,12,4,18,5,257,308,17
1374,1,5,1982,0,1,26750,22500,3,1,9,12,9,8,4,10,1,-4,-4,17
1375,2,12,1984,0,1,26750,22500,2,1,-3,8,9,8,4,12,2,281,-4,17
1376,1,4,1980,0,1,70000,-3,2,1,-4,16,16,16,4,16,3,221,-4,17
1377,1,3,1984,0,1,35500,42000,1,1,12,12,12,12,4,12,2,269,-4,17
1378,1,6,1983,0,1,-3,12500,4,1,-3,12,-4,12,4,12,2,284,-4,17
1379,2,8,1984,0,1,-3,12500,4,1,-3,12,-4,12,4,15,2,281,-4,17
1380,2,2,1980,0,1,62000,128501,1,1,12,12,12,12,4,13,2,221,-4,17
1381,1,9,1983,0,1,42400,32750,4,1,12,12,-4,12,4,9,0,-4,-4,3
1382,1,4,1984,0,1,75500,155000,1,1,12,18,12,18,4,14,1,-4,-4,17
1383,1,12,1982,0,1,35500,9250,4,1,11,14,-4,14,4,9,1,-4,-4,17
1384,2,10,1983,0,1,7500,5500,4,1,-3,12,-4,12,4,12,2,269,-4,17
1385,2,9,1982,0,1,0,3550,4,1,-3,12,-4,12,4,8,0,-4,-4,17
1386,2,9,1981,1,5,65700,500,4,1,-3,12,-4,12,2,6,1,-4,-4,17
1387,2,9,1982,1,5,-3,500,4,1,-3,12,-4,12,2,6,0,-4,-4,17
1388,2,8,1984,1,5,-3,500,4,1,-3,12,-4,12,2,7,0,-4,-4,17
1389,2,2,1980,0,1,-3,1585,4,1,-3,9,-4,9,4,11,1,-4,-4,12
1390,1,3,1982,0,1,-3,-4,9,1,11,11,-4,-4,4,16,3,257,-4,17
1391,2,7,1980,1,5,-3,238001,9,1,4,5,-4,-4,2,12,2,341,-4,14
1392,2,7,1980,1,5,-3,238001,1,1,5,4,5,4,2,12,2,233,-4,17
1393,2,7,1984,1,5,-3,238001,1,1,5,4,5,4,2,12,2,301,-4,17
1394,1,2,1984,0,2,-3,51751,4,1,12,12,-4,12,1,11,0,-4,-4,17
1395,1,8,1983,0,2,42040,6150,1,1,-3,12,-3,12,1,12,2,269,-4,13
1396,1,11,1984,0,2,42040,6150,1,1,-3,12,-3,12,1,11,0,-4,-4,16
1397,1,4,1982,0,2,-3,10500,9,1,-3,-3,-4,-4,1,10,1,-4,-4,17
1398,2,7,1980,0,2,-3,21250,2,1,12,12,12,12,1,11,0,-4,-4,17
1399,2,10,1984,0,2,9270,33300,4,1,11,13,-4,13,1,12,2,281,-4,17
1400,1,7,1980,0,2,25640,500,2,1,-4,12,7,12,1,13,2,221,-4,17
1401,1,7,1983,0,2,25640,500,2,1,-4,12,7,12,1,12,2,258,-4,17
1402,1,9,1983,0,1,47900,164000,4,1,14,12,-4,12,4,16,4,257,305,17
1403,2,6,1981,0,1,33200,63550,4,1,15,12,-4,12,4,12,2,233,-4,17
1404,1,6,1983,0,1,33200,63550,4,1,15,12,-4,12,4,12,3,257,-4,10
1405,1,3,1982,0,1,4574,11800,4,1,12,12,-4,12,4,12,2,245,-4,17
1406,1,11,1983,0,1,141000,218500,1,1,12,12,12,12,4,16,2,269,-4,17
1407,1,11,1983,0,1,93000,184501,1,1,18,14,18,14,4,15,3,269,-4,17
1408,1,3,1980,0,1,-3,-3,1,1,16,12,16,12,4,10,0,-4,-4,1
1409,1,2,1982,0,1,84300,80500,6,1,-3,-3,12,18,4,8,1,-4,-4,15
1410,2,5,1980,0,1,71600,121500,4,1,18,16,-4,16,4,14,3,221,-4,17
1411,2,5,1980,0,1,97400,210501,1,1,17,20,17,20,4,16,4,221,269,17
1412,2,6,1982,0,1,97400,210501,1,1,17,20,17,20,4,20,4,257,305,17
1413,2,8,1984,1,1,51800,17750,2,1,12,13,13,13,2,14,3,281,-4,17
1414,2,7,1982,0,1,-3,-3,5,1,14,12,14,-4,4,18,4,245,294,17
1415,2,10,1982,0,1,37500,64000,4,1,10,12,-4,12,4,12,2,257,-4,17
1416,2,8,1982,0,1,-3,-4,10,1,12,12,-4,-4,4,14,2,257,-4,17
1417,1,2,1983,0,1,55500,114500,1,1,11,11,11,11,4,10,1,-4,-4,13
1418,1,11,1983,0,1,13750,9250,4,1,12,12,-4,12,4,11,1,-4,-4,17
1419,2,8,1982,0,1,7300,-10550,4,1,9,12,-4,12,4,12,2,257,-4,17
1420,2,8,1982,0,1,7300,-10550,4,1,9,12,-4,12,4,12,2,249,-4,14
1421,1,6,1983,0,1,111750,600000,1,1,20,18,20,18,4,18,5,257,305,17
1422,2,7,1982,0,2,-3,-3,4,1,12,16,-4,16,1,16,4,245,305,17
1423,2,1,1983,0,2,-3,105000,1,1,15,12,15,12,1,15,2,258,-4,8
1424,2,7,1983,0,2,-3,1250,4,1,-4,12,-4,12,1,11,0,-4,-4,17
1425,1,3,1981,0,2,-4,-4,5,1,12,-4,12,-4,1,12,2,246,-4,17
1426,1,10,1982,0,2,-3,6250,8,1,-4,-4,-4,-4,1,12,2,258,-4,17
1427,2,6,1984,0,2,-4,-4,5,1,12,-4,12,-4,1,11,0,-4,-4,17
1428,2,3,1980,0,2,-3,-3,4,1,-4,12,-4,12,1,8,0,-4,-4,17
1429,2,3,1981,0,1,156000,196700,1,1,16,14,16,14,4,12,2,234,-4,17
1430,2,12,1982,0,1,156000,196700,1,1,16,14,16,14,4,19,5,258,312,17
1431,1,6,1980,0,1,101300,170500,1,1,18,18,18,18,4,16,4,222,332,17
1432,2,7,1982,0,1,101300,170500,1,1,18,18,18,18,4,16,4,246,293,16
1433,2,9,1984,0,1,101300,170500,1,1,18,18,18,18,4,14,2,270,-4,16
1434,1,6,1980,0,1,-4,-4,1,1,20,12,20,12,4,20,7,222,269,15
1435,1,10,1982,0,1,73600,33700,2,1,12,13,14,13,4,12,2,258,-4,17
1436,2,2,1984,0,1,73600,33700,2,1,12,13,14,13,4,9,1,-4,-4,17
1437,2,4,1980,0,1,32717,58000,1,1,14,12,14,12,4,12,2,209,-4,17
1438,2,5,1982,0,1,63750,176000,1,1,18,20,18,20,4,19,7,246,293,17
1439,1,4,1983,0,1,75100,77500,4,1,12,14,-4,14,4,11,0,-4,-4,17
1440,2,4,1981,0,4,56160,437501,1,1,20,10,20,10,4,17,4,234,293,17
1441,1,5,1980,0,4,58000,128200,1,1,12,6,12,6,4,16,4,222,372,17
1442,2,7,1981,0,4,58000,128200,1,1,12,6,12,6,4,17,4,234,293,17
1443,1,1,1983,0,4,58000,128200,1,1,12,6,12,6,4,13,2,259,-4,17
1444,2,2,1981,0,1,107500,31200,1,1,16,14,16,14,4,17,4,234,377,17
1445,2,1,1982,0,1,59000,237500,1,1,16,16,16,16,4,14,3,246,-4,17
1446,1,10,1984,0,1,59000,237500,1,1,16,16,16,16,4,18,5,270,317,17
1447,1,10,1983,0,1,98200,92500,1,1,16,14,16,14,4,13,2,258,-4,17
1448,2,12,1982,0,1,50000,94000,6,1,-4,-4,16,14,4,12,2,246,-4,15
1449,1,8,1980,0,1,133500,198200,1,1,16,17,16,17,4,12,2,234,-4,17
1450,2,9,1981,0,1,158000,592500,1,1,19,17,19,17,4,18,5,234,281,17
1451,2,9,1981,0,1,-4,-4,1,1,18,14,18,14,4,19,5,246,308,17
1452,1,3,1983,1,2,62100,70500,1,1,16,16,16,16,2,18,4,258,389,17
1453,2,11,1981,0,1,131000,361500,1,1,18,16,18,16,4,20,5,234,281,17
1454,2,4,1981,0,1,246474,600000,1,1,20,17,20,17,4,18,5,234,293,17
1455,1,10,1983,0,1,246474,600000,1,1,20,17,20,17,4,18,5,270,317,17
1456,1,4,1980,0,4,110000,600000,1,1,10,16,10,16,4,20,4,222,317,17
1457,1,3,1983,0,1,93000,-3,1,1,20,16,20,16,4,16,4,258,304,17
1458,1,4,1981,0,1,69200,333501,1,1,16,16,16,16,4,16,4,234,293,15
1459,2,11,1984,0,1,69200,333501,1,1,16,16,16,16,4,16,4,282,329,15
1460,1,4,1984,0,1,75100,194500,1,1,16,16,16,16,4,16,4,269,317,17
1461,1,10,1981,0,1,-4,-4,1,1,16,16,16,16,4,13,2,246,-4,17
1462,2,10,1984,0,1,-4,-4,1,1,16,16,16,16,4,16,4,270,336,17
1463,1,5,1980,0,1,-4,-4,4,1,18,14,-4,14,4,16,4,222,353,17
1464,2,3,1984,0,4,91900,420001,1,1,17,16,17,16,4,16,4,270,317,16
1465,1,7,1984,0,2,52000,9000,3,1,12,12,12,16,1,14,1,-4,-4,17
1466,2,1,1982,0,2,-3,-3,1,1,16,16,16,16,1,17,4,246,312,16
1467,2,11,1980,0,2,-3,4650,4,1,12,12,-4,12,1,12,2,222,-4,17
1468,1,12,1981,0,2,20000,8100,4,1,12,12,-4,12,1,14,2,234,-4,17
1469,1,5,1984,0,2,25896,63500,4,1,12,12,-4,12,1,12,2,281,-4,17
1470,2,10,1982,0,2,33866,950,1,1,14,15,14,15,1,12,2,257,-4,17
1471,1,6,1984,0,2,33866,950,1,1,14,15,14,15,1,9,0,-4,-4,16
1472,2,4,1983,0,2,-3,69600,4,1,-4,14,-4,14,1,10,1,-4,-4,17
1473,1,12,1983,0,2,44300,98001,4,1,16,18,-4,18,1,16,4,257,336,17
1474,1,8,1980,1,2,60007,49800,1,1,13,14,13,14,2,12,2,222,-4,17
1475,2,6,1983,1,2,60007,49800,1,1,13,14,13,14,2,16,4,258,413,17
1476,2,4,1981,0,2,135010,322500,1,1,14,12,14,12,1,12,2,234,-4,17
1477,2,12,1983,0,2,135010,322500,1,1,14,12,14,12,1,12,2,272,-4,17
1478,1,9,1983,0,2,37000,110301,8,1,12,12,-4,-4,1,14,2,258,-4,17
1479,2,6,1980,0,2,51400,143000,5,1,12,12,12,-4,1,16,4,222,269,8
1480,2,1,1983,0,2,51400,143000,5,1,12,12,12,-4,1,15,2,258,-4,10
1481,1,11,1984,0,2,12324,2050,4,1,12,12,-4,12,1,14,2,269,-4,17
1482,1,12,1981,0,2,28000,4800,4,1,12,12,-4,12,1,12,2,246,-4,17
1483,1,2,1984,1,1,37500,3750,4,1,4,2,-4,2,2,15,2,270,-4,17
1484,1,8,1980,0,1,75126,351001,1,1,13,13,13,13,4,16,4,222,269,17
1485,1,4,1983,0,1,75126,351001,1,1,13,13,13,13,4,14,3,258,-4,17
1486,1,3,1984,0,4,85860,228500,1,1,18,14,18,14,4,16,4,270,348,16
1487,2,5,1981,0,1,94100,244500,1,1,20,16,20,16,4,16,4,234,282,17
1488,1,4,1980,0,1,135750,78500,1,1,16,16,16,16,4,12,2,222,-4,17
1489,2,12,1982,0,1,135750,78500,1,1,16,16,16,16,4,-3,2,258,-4,17
1490,2,10,1983,0,1,246474,600000,1,1,18,17,18,17,4,19,7,270,317,17
1491,1,5,1982,0,4,61050,125501,1,1,13,12,13,12,4,17,4,234,-3,17
1492,2,11,1982,0,1,141076,130300,1,1,16,16,16,16,4,16,4,246,296,13
1493,1,9,1983,0,1,70200,134900,1,1,16,16,16,16,4,18,4,258,312,17
1494,2,12,1980,0,1,92058,127300,2,1,12,14,12,14,4,15,2,234,-4,17
1495,2,6,1980,0,1,126400,265044,1,1,17,17,17,17,4,16,4,222,305,17
1496,2,12,1981,0,1,126400,265044,1,1,17,17,17,17,4,15,3,234,-4,17
1497,2,8,1982,0,1,-4,-4,1,1,20,16,20,16,4,17,5,246,300,17
1498,2,6,1984,0,1,-3,497500,1,1,20,16,20,16,4,17,4,270,330,17
1499,2,8,1980,0,5,82550,365500,1,1,16,16,16,16,4,19,5,222,269,17
1500,2,10,1982,0,2,71000,262000,1,1,12,13,12,13,1,18,5,245,329,17
1501,2,10,1980,0,1,-4,-4,1,1,19,16,19,16,4,17,4,222,269,7
1502,2,1,1984,0,2,80000,83500,1,1,12,12,12,12,1,14,2,270,-4,17
1503,1,12,1980,0,1,64050,126000,4,1,12,15,-4,15,4,16,4,234,320,17
1504,2,10,1983,0,1,64050,126000,4,1,-3,15,-4,15,4,16,4,258,341,17
1505,1,11,1984,1,5,-4,-4,2,1,-3,6,6,6,2,16,4,-4,428,17
1506,2,12,1984,1,5,-3,3196,1,1,12,11,12,11,2,15,2,270,-4,12
1507,1,4,1983,1,1,-3,15750,1,1,12,12,12,12,2,8,0,-4,-4,1
1508,1,9,1984,-2,-2,12000,-1250,4,1,-4,-3,-4,-3,3,12,2,270,-4,17
1509,2,11,1982,1,5,-4,-4,1,1,-3,-3,-3,-3,2,9,2,-3,-4,17
1510,1,8,1980,0,1,44100,17900,4,1,14,12,-4,12,4,9,2,240,-4,15
1511,2,1,1982,0,1,44100,17900,4,1,14,12,-4,12,4,12,2,353,-4,17
1512,2,5,1984,0,1,44100,17900,4,1,14,12,-4,12,4,10,1,-4,-4,17
1513,2,5,1984,0,1,44100,17900,4,1,14,12,-4,12,4,12,2,270,-4,17
1514,1,4,1982,0,2,-4,-4,1,1,16,18,16,18,1,13,1,-4,-4,17
1515,1,8,1980,-2,-2,66000,40500,1,1,-3,-3,-3,-3,3,16,4,222,323,17
1516,2,11,1980,1,5,-3,22500,1,1,17,14,17,14,2,14,2,234,-4,17
1517,2,5,1983,1,5,-4,-4,1,1,17,14,17,14,2,15,2,258,-4,17
1518,1,11,1984,0,1,75500,115501,1,1,-3,-3,-3,-3,4,16,4,265,372,17
1519,1,2,1984,-2,-2,246474,-4,-3,1,-3,-3,-3,-3,3,16,4,270,317,17
1520,1,2,1984,0,1,52500,40750,1,1,-3,-3,-3,-3,4,12,2,270,-4,17
1521,2,3,1981,0,1,-4,-4,2,1,-3,-3,-3,-3,4,13,2,234,-4,16
1522,1,2,1982,-2,-2,-3,39550,1,1,-3,-3,-3,-3,3,15,2,246,-4,17
1523,2,10,1984,0,2,41750,-3,1,1,-3,-3,-3,-3,1,5,2,282,-4,15
1524,2,9,1981,0,2,11000,-3,4,1,-4,-3,-4,-3,1,15,2,234,-4,17
1525,1,12,1980,0,2,29276,20250,4,1,-4,12,-4,12,1,17,4,234,293,17
1526,2,12,1982,0,1,40000,-5450,1,1,-3,-3,-3,-3,4,12,2,258,-4,17
1527,2,8,1984,0,2,6420,1350,4,1,-4,-3,-4,-3,1,15,0,-4,-4,17
1528,2,1,1981,0,2,8270,1750,4,1,-4,-3,-4,-3,1,11,2,234,-4,16
1529,1,5,1984,0,2,8270,1750,4,1,-4,-3,-4,-3,1,5,0,-4,-4,1
1530,1,5,1980,0,1,149250,600000,1,1,18,17,18,17,4,16,4,222,269,17
1531,2,5,1983,0,1,149250,600000,1,1,18,17,18,17,4,17,4,258,308,17
1532,1,9,1982,0,1,42415,-3,6,1,-3,-3,-4,12,4,17,4,258,349,17
1533,2,3,1982,0,1,-3,-3,1,1,18,16,18,16,4,16,4,246,293,17
1534,2,5,1980,0,1,20280,-50,4,1,6,12,-4,12,4,12,2,222,-4,17
1535,1,12,1982,0,1,20280,-50,4,1,6,12,-4,12,4,8,0,-4,-4,17
1536,1,3,1983,1,5,-4,-4,4,1,6,3,-4,3,2,11,1,-4,-4,14
1537,2,5,1983,0,1,-4,-4,4,1,12,12,-4,12,4,10,1,-4,-4,17
1538,1,3,1980,1,1,130500,307500,1,1,15,13,15,13,2,10,0,-4,-4,1
1539,2,9,1983,0,1,65610,-72500,1,1,-3,12,-3,12,4,11,1,-4,-4,17
1540,2,7,1984,0,1,39250,94100,1,1,-3,10,-3,10,4,12,2,269,-4,17
1541,2,11,1984,0,1,68800,91500,2,1,12,12,12,12,4,12,2,281,-4,17
1542,2,11,1983,1,5,-3,-3,1,1,14,14,14,14,2,19,3,269,-4,17
1543,2,7,1982,0,1,54500,49500,1,1,16,12,16,12,4,18,5,245,300,17
1544,2,5,1984,0,1,54500,49500,1,1,16,12,16,12,4,16,4,269,317,17
1545,1,7,1982,0,1,53000,-3,1,1,12,12,12,12,4,14,3,257,-4,17
1546,2,11,1983,0,1,53000,-3,1,1,12,12,12,12,4,15,2,269,-4,17
1547,1,9,1981,1,5,54500,44100,1,1,9,14,9,14,2,14,2,245,-4,17
1548,1,8,1983,1,5,54500,44100,1,1,9,14,9,14,2,13,2,257,-4,10
1549,1,9,1984,1,5,54500,44100,1,1,9,14,9,14,2,20,7,281,329,17
1550,2,7,1982,0,1,69750,-3,6,1,-4,-4,14,14,4,16,4,245,300,17
1551,2,5,1980,0,1,89900,114200,2,1,12,14,12,14,4,19,5,221,308,17
1552,1,10,1984,0,1,89900,114200,1,1,12,14,12,14,4,13,2,281,-4,17
1553,1,12,1980,0,2,8500,3950,4,1,11,12,-4,12,1,14,2,233,-4,17
1554,1,7,1983,0,2,8500,3950,4,1,11,12,-4,12,1,15,3,258,-4,17
1555,1,4,1980,0,2,27900,8977,4,1,12,12,-4,12,1,8,0,-4,-4,16
1556,1,6,1983,0,2,69300,106500,1,1,19,16,19,16,1,20,5,258,329,17
1557,2,6,1984,0,2,69300,106500,1,1,19,16,19,16,1,16,4,270,-3,17
1558,1,5,1982,0,2,15600,11075,4,1,11,12,-4,12,1,14,2,329,-4,17
1559,1,2,1982,0,1,41000,-3500,1,1,11,12,11,12,4,12,2,257,-4,17
1560,1,1,1984,1,5,34500,2850,4,1,9,11,-4,11,2,12,2,281,-4,17
1561,1,2,1984,1,5,24000,15600,1,1,13,12,13,12,2,12,2,293,-4,17
1562,1,6,1984,1,1,42000,19600,8,1,-3,9,-4,-4,2,9,0,-4,-4,17
1563,1,5,1983,0,2,55000,32250,2,1,-3,12,14,12,1,14,2,257,-4,17
1564,1,7,1983,0,2,14455,59500,8,1,-3,12,-4,-4,1,13,2,293,-4,17
1565,2,11,1984,0,2,29600,2635,4,1,12,14,-4,14,1,18,5,281,336,17
1566,2,10,1982,0,2,-3,3750,4,1,-3,9,-4,9,1,12,2,257,-4,15
1568,2,9,1982,0,2,45000,354721,8,1,12,-3,-4,-4,1,18,4,258,305,17
1569,1,7,1981,1,5,22500,4750,1,1,5,7,5,7,2,10,0,-4,-4,16
1570,1,9,1981,1,5,-3,-3,1,1,6,6,6,6,2,12,2,245,-4,17
1571,2,12,1982,1,5,-3,-3,1,1,6,6,6,6,2,14,2,257,-4,16
1572,1,4,1982,0,1,-3,136500,1,1,16,13,16,13,4,18,4,245,400,17
1573,1,5,1981,0,1,-3,335000,3,1,16,12,16,13,4,13,2,233,-4,17
1574,2,6,1983,0,1,45800,94000,2,1,15,13,17,13,4,16,4,257,305,17
1575,2,11,1981,0,1,-3,-3,1,1,16,12,16,12,4,15,2,245,-4,17
1576,2,1,1980,0,1,84012,51000,1,1,10,12,10,12,4,13,1,-4,-4,17
1577,2,6,1984,0,1,84012,51000,1,1,10,12,10,12,4,9,0,-4,-4,3
1578,1,6,1981,0,1,-48100,-3,1,1,12,13,12,13,4,12,2,246,-4,17
1579,1,1,1983,0,2,-4,-4,1,1,12,12,12,12,1,12,2,269,-4,17
1580,1,4,1980,0,2,34500,24227,5,1,12,12,12,-4,1,9,1,-4,-4,17
1581,1,1,1980,0,4,-3,240000,1,1,20,12,20,12,4,11,0,-4,-4,1
1582,2,1,1980,0,1,17000,12750,5,1,16,12,16,-4,4,12,2,233,-4,17
1583,1,3,1981,1,5,-4,-4,2,1,12,10,14,10,2,10,1,-4,-4,17
1584,2,6,1982,1,5,-4,-4,2,1,12,10,14,10,2,13,2,234,-4,17
1585,2,10,1984,1,5,-4,-4,2,1,12,10,14,10,2,13,2,288,-4,17
1586,1,3,1983,1,5,18000,19500,1,1,16,15,16,15,2,19,2,269,-4,17
1587,2,6,1982,0,1,22408,-2500,4,1,8,12,-4,12,4,13,2,245,-4,17
1588,2,1,1984,0,1,22408,-2500,4,1,8,12,-4,12,4,12,2,269,-4,17
1589,1,9,1981,1,5,-3,2500,4,1,-3,6,-4,6,2,12,2,233,-4,17
1590,2,4,1983,0,1,40300,-4,1,1,15,12,15,12,4,17,4,257,324,13
1591,1,10,1982,0,1,-4,-4,4,1,-4,10,-4,10,4,12,2,246,-4,17
1592,2,3,1981,0,1,105050,-3,1,1,16,16,16,16,4,19,5,234,293,17
1593,2,2,1983,0,1,-4,-4,1,1,16,16,16,16,4,12,2,258,-4,15
1594,2,11,1980,0,2,53300,120000,1,1,16,16,16,16,1,10,1,-4,-4,17
1595,2,10,1982,0,2,53300,120000,1,1,16,16,16,16,1,16,4,246,389,17
1596,1,3,1983,1,5,23000,18300,1,1,12,12,12,12,2,12,2,258,-4,6
1597,1,1,1982,0,2,-4,-4,4,1,-3,12,-4,12,1,14,2,245,-4,17
1598,2,8,1980,1,5,24000,1750,1,1,6,9,6,9,2,10,0,-4,-4,15
1599,2,7,1981,1,5,24000,1750,1,1,6,9,6,9,2,10,1,-4,-4,15
1600,2,1,1982,1,5,-4,-4,4,1,-3,-3,-4,-3,2,8,1,-4,-4,17
1601,2,4,1982,1,5,-3,1750,4,1,12,11,-4,11,2,12,2,270,-4,17
1602,2,12,1984,1,5,-3,1750,4,1,12,11,-4,11,2,14,3,294,-4,17
1603,2,7,1980,1,5,-4,-4,4,1,-4,6,-4,6,2,13,2,234,-4,12
1604,2,1,1980,0,1,-4,-4,1,1,14,14,14,14,4,18,4,222,270,17
1605,2,12,1982,0,1,-4,-4,1,1,14,14,14,14,4,18,4,258,304,17
1606,2,3,1982,1,5,1500,500,4,1,6,14,-4,14,2,12,2,258,-4,17
1607,1,3,1983,1,5,3000,500,9,1,8,-3,-4,-4,2,11,0,-4,-4,17
1608,2,11,1980,0,1,-4,-4,4,1,19,11,-4,11,4,13,2,234,-4,7
1609,1,3,1983,0,1,-4,-4,4,1,19,11,-4,11,4,10,1,-4,-4,17
1610,2,7,1982,0,1,-3,-3,1,1,15,16,15,16,4,15,1,-4,-4,14
1611,2,7,1982,0,1,-3,-3,1,1,15,16,15,16,4,12,2,246,-4,10
1612,2,7,1982,0,1,-3,-3,1,1,14,16,14,16,4,14,2,246,-4,17
1613,1,4,1983,0,1,-4,-4,1,1,19,17,19,17,4,7,0,-4,-4,1
1614,2,10,1980,0,1,246474,344000,3,1,19,16,19,17,4,19,5,234,281,17
1615,1,3,1983,1,5,-3,-3,1,1,12,12,12,12,2,12,2,270,-4,17
1616,2,3,1982,0,1,80000,276551,1,1,12,12,12,12,4,12,2,247,-4,12
1617,1,10,1983,0,1,93000,48500,1,1,14,16,14,16,4,16,4,269,317,17
1618,1,9,1980,0,1,39500,-20750,5,1,12,-4,12,-4,4,12,2,246,-4,17
1619,1,5,1981,0,1,-3,600000,1,1,14,12,14,12,4,17,4,233,293,11
1620,1,4,1984,0,1,-3,600000,1,1,14,12,14,12,4,18,5,269,336,17
1621,1,12,1981,0,1,-3,-3,1,1,14,14,14,14,4,12,2,246,-4,11
1622,2,10,1984,0,5,65000,188500,4,1,19,18,-4,18,3,12,2,270,-4,17
1623,1,1,1983,0,1,129700,446200,1,1,16,16,16,16,4,18,5,258,305,17
1624,2,1,1984,0,1,246474,-3,1,1,18,15,18,15,4,18,5,270,317,16
