pclass,survived,sex,age,sibsp,parch,fare
3,0,male,41,0,0,7.8500
3,1,female,31,1,1,20.5250
3,0,male,38,0,0,7.0500
3,0,male,9,5,2,46.9000
3,0,male,1,5,2,46.9000
3,0,male,11,5,2,46.9000
3,0,female,10,5,2,46.9000
3,0,female,16,5,2,46.9000
3,0,male,14,5,2,46.9000
3,0,male,40,1,6,46.9000
3,0,female,43,1,6,46.9000
3,0,male,51,0,0,8.0500
3,0,male,32,0,0,8.3625
3,0,male,,0,0,8.0500
3,0,male,20,0,0,9.8458
3,0,male,37,2,0,7.9250
3,0,male,28,2,0,7.9250
3,0,male,19,0,0,7.7750
3,0,female,24,0,0,8.8500
3,0,female,17,0,0,7.7333
3,0,male,,1,0,19.9667
3,0,male,,1,0,19.9667
3,0,male,28,1,0,15.8500
3,1,female,24,1,0,15.8500
3,0,male,20,0,0,9.5000
3,0,male,23.5,0,0,7.2292
3,0,male,41,2,0,14.1083
3,0,male,26,1,0,7.8542
3,0,male,21,0,0,7.8542
3,1,female,45,1,0,14.1083
3,0,female,,0,0,7.5500
3,0,male,25,0,0,7.2500
3,0,male,,0,0,6.8583
3,0,male,11,0,0,18.7875
3,1,female,,0,0,7.7500
3,1,male,27,0,0,6.9750
3,1,male,,0,0,56.4958
3,0,female,18,0,0,6.7500
3,1,female,26,0,0,7.9250
3,0,female,23,0,0,7.9250
3,1,female,22,0,0,8.9625
3,0,male,28,0,0,7.8958
3,0,female,28,0,0,7.7750
3,0,female,,0,0,7.7500
3,1,female,2,0,1,12.2875
3,1,female,22,1,1,12.2875
3,0,male,43,0,0,6.4500
3,0,male,28,0,0,22.5250
3,1,female,27,0,0,7.9250
3,0,male,,0,0,7.7500
3,1,female,,0,0,8.0500
3,0,male,42,0,0,7.6500
3,1,male,,0,0,7.8875
3,0,male,30,0,0,7.2292
3,0,male,,0,0,7.8958
3,0,female,27,1,0,7.9250
3,0,female,25,1,0,7.9250
3,0,male,,0,0,7.8958
3,1,male,29,0,0,7.8958
3,1,male,21,0,0,7.7958
3,0,male,,0,0,7.0500
3,0,male,20,0,0,7.8542
3,0,male,48,0,0,7.8542
3,0,male,17,1,0,7.0542
3,1,female,,0,0,7.7500
3,1,male,,0,0,8.1125
3,0,male,34,0,0,6.4958
3,1,male,26,0,0,7.7750
3,0,male,22,0,0,7.7958
3,0,male,33,0,0,8.6542
3,0,male,31,0,0,7.7750
3,0,male,29,0,0,7.8542
3,1,male,4,1,1,11.1333
3,1,female,1,1,1,11.1333
3,0,male,49,0,0,0.0000
3,0,male,33,0,0,7.7750
3,0,male,19,0,0,0.0000
3,1,female,27,0,2,11.1333
3,0,male,,1,2,23.4500
3,0,female,,1,2,23.4500
3,0,male,,1,2,23.4500
3,0,female,,1,2,23.4500
3,0,male,23,0,0,7.8958
3,1,male,32,0,0,7.8542
3,0,male,27,0,0,7.8542
3,0,female,20,1,0,9.8250
3,0,female,21,1,0,9.8250
3,1,male,32,0,0,7.9250
3,0,male,17,0,0,7.1250
3,0,male,21,0,0,8.4333
3,0,male,30,0,0,7.8958
3,1,male,21,0,0,7.7958
3,0,male,33,0,0,7.8542
3,0,male,22,0,0,7.5208
3,1,female,4,0,1,13.4167
3,1,male,39,0,1,13.4167
3,0,male,,0,0,7.2292
3,0,male,18.5,0,0,7.2292
3,0,male,,0,0,7.7500
3,0,male,,0,0,7.2500
3,1,female,,0,0,7.7500
3,1,female,,0,0,7.7500
3,0,male,34.5,0,0,7.8292
3,0,male,44,0,0,8.0500
3,1,male,,0,0,7.7500
3,0,male,,1,0,14.4542
3,0,female,,1,0,14.4542
3,0,male,,1,0,7.7500
3,0,male,,1,0,7.7500
3,0,male,,0,0,7.7375
3,0,female,22,2,0,8.6625
3,0,male,26,2,0,8.6625
3,1,female,4,0,2,22.0250
3,1,male,29,3,1,22.0250
3,1,female,26,1,1,22.0250
3,0,female,1,1,1,12.1833
3,0,male,18,1,1,7.8542
3,0,female,36,0,2,12.1833
3,0,male,,0,0,7.8958
3,1,male,25,0,0,7.2292
3,0,male,,0,0,7.2250
3,0,female,37,0,0,9.5875
3,0,male,,0,0,7.8958
3,1,male,,0,0,56.4958
3,0,male,,0,0,56.4958
3,1,female,22,0,0,7.2500
3,0,male,,0,0,7.7500
3,1,male,26,0,0,56.4958
3,0,male,29,0,0,9.4833
3,0,male,29,0,0,7.7750
3,0,male,22,0,0,7.7750
3,1,male,22,0,0,7.2250
3,0,male,,3,1,25.4667
3,0,female,,3,1,25.4667
3,0,female,,3,1,25.4667
3,0,female,,3,1,25.4667
3,0,female,,0,4,25.4667
3,0,male,32,0,0,7.9250
3,0,male,34.5,0,0,6.4375
3,0,female,,1,0,15.5000
3,0,male,,1,0,15.5000
3,0,male,36,0,0,0.0000
3,0,male,39,0,0,24.1500
3,0,male,24,0,0,9.5000
3,0,female,25,0,0,7.7750
3,0,female,45,0,0,7.7500
3,0,male,36,1,0,15.5500
3,0,female,30,1,0,15.5500
3,1,male,20,1,0,7.9250
3,0,male,,0,0,7.8792
3,0,male,28,0,0,56.4958
3,0,male,,0,0,7.5500
3,0,male,30,1,0,16.1000
3,0,female,26,1,0,16.1000
3,0,male,,0,0,7.8792
3,0,male,20.5,0,0,7.2500
3,1,male,27,0,0,8.6625
3,0,male,51,0,0,7.0542
3,1,female,23,0,0,7.8542
3,1,male,32,0,0,7.5792
3,0,male,,0,0,7.8958
3,0,male,,0,0,7.5500
3,1,female,,0,0,7.7500
3,1,male,24,0,0,7.1417
3,0,male,22,0,0,7.1250
3,0,female,,0,0,7.8792
3,0,male,,0,0,7.7500
3,0,male,,0,0,8.0500
3,0,male,29,0,0,7.9250
3,1,male,,0,0,7.2292
3,0,female,30.5,0,0,7.7500
3,1,female,,0,0,7.7375
3,0,male,,0,0,7.2292
3,0,male,35,0,0,7.8958
3,0,male,33,0,0,7.8958
3,1,female,,0,0,7.2250
3,0,male,,0,0,7.8958
3,1,female,,0,0,7.7500
3,1,male,,0,0,7.7500
3,1,female,,2,0,23.2500
3,1,female,,2,0,23.2500
3,1,male,,2,0,23.2500
3,1,female,,0,0,7.7875
3,0,male,,0,0,15.5000
3,1,female,,0,0,7.8792
3,1,female,15,0,0,8.0292
3,0,female,35,0,0,7.7500
3,0,male,,0,0,7.7500
3,0,male,24,1,0,16.1000
3,0,female,19,1,0,16.1000
3,0,female,,0,0,7.7500
3,0,female,,0,0,8.0500
3,0,female,,0,0,8.0500
3,0,male,55.5,0,0,8.0500
3,0,male,,0,0,7.7500
3,1,male,21,0,0,7.7750
3,0,male,,0,0,8.0500
3,0,male,24,0,0,7.8958
3,0,male,21,0,0,7.8958
3,0,male,28,0,0,7.8958
3,0,male,,0,0,7.8958
3,1,female,,0,0,7.8792
3,0,male,25,0,0,7.6500
3,1,male,6,0,1,12.4750
3,1,female,27,0,1,12.4750
3,0,male,,0,0,8.0500
3,1,female,,1,0,24.1500
3,0,male,,1,0,24.1500
3,0,male,,0,0,8.4583
3,0,male,34,0,0,8.0500
3,0,male,,0,0,7.7500
3,1,male,,0,0,7.7750
3,1,male,,1,1,15.2458
3,1,male,,1,1,15.2458
3,1,female,,0,2,15.2458
3,1,female,,0,0,7.2292
3,0,male,,0,0,8.0500
3,1,female,,0,0,7.7333
3,1,female,24,0,0,7.7500
3,0,male,,0,0,8.0500
3,1,female,,1,0,15.5000
3,1,female,,1,0,15.5000
3,1,female,,0,0,15.5000
3,0,male,18,0,0,7.7500
3,0,male,22,0,0,7.8958
3,1,female,15,0,0,7.2250
3,1,female,1,0,2,15.7417
3,1,male,20,1,1,15.7417
3,1,female,19,1,1,15.7417
3,0,male,33,0,0,8.0500
3,0,male,,0,0,7.8958
3,0,male,,0,0,7.2292
3,0,female,,0,0,7.7500
3,0,male,,0,0,7.8958
3,1,male,12,1,0,11.2417
3,1,female,14,1,0,11.2417
3,0,female,29,0,0,7.9250
3,0,male,28,0,0,8.0500
3,1,female,18,0,0,7.7750
3,1,female,26,0,0,7.8542
3,0,male,21,0,0,7.8542
3,0,male,41,0,0,7.1250
3,1,male,39,0,0,7.9250
3,0,male,21,0,0,7.8000
3,0,male,28.5,0,0,7.2292
3,1,female,22,0,0,7.7500
3,0,male,61,0,0,6.2375
3,0,male,,1,0,15.5000
3,0,male,,0,0,7.8292
3,1,female,,1,0,15.5000
3,0,male,,0,0,7.7333
3,0,male,,0,0,7.7500
3,0,male,,0,0,7.7500
3,0,male,23,0,0,9.2250
3,0,female,,0,0,7.7500
3,1,female,,0,0,7.7500
3,1,female,,0,0,7.8792
3,1,female,22,0,0,7.7750
3,1,male,,0,0,7.7500
3,1,female,,0,0,7.8292
3,1,male,9,0,1,3.1708
3,0,male,28,0,0,22.5250
3,0,male,42,0,1,8.4042
3,0,male,,0,0,7.3125
3,0,female,31,0,0,7.8542
3,0,male,28,0,0,7.8542
3,1,male,32,0,0,7.7750
3,0,male,20,0,0,9.2250
3,0,female,23,0,0,8.6625
3,0,female,20,0,0,8.6625
3,0,male,20,0,0,8.6625
3,0,male,16,0,0,9.2167
3,1,female,31,0,0,8.6833
3,0,female,,0,0,7.6292
3,0,male,2,3,1,21.0750
3,0,male,6,3,1,21.0750
3,0,female,3,3,1,21.0750
3,0,female,8,3,1,21.0750
3,0,female,29,0,4,21.0750
3,0,male,1,4,1,39.6875
3,0,male,7,4,1,39.6875
3,0,male,2,4,1,39.6875
3,0,male,16,4,1,39.6875
3,0,male,14,4,1,39.6875
3,0,female,41,0,5,39.6875
3,0,male,21,0,0,8.6625
3,0,male,19,0,0,14.5000
3,0,male,,0,0,8.7125
3,0,male,32,0,0,7.8958
3,0,male,0.75,1,1,13.7750
3,0,female,3,1,1,13.7750
3,0,female,26,0,2,13.7750
3,0,male,,0,0,7.0000
3,0,male,,0,0,7.7750
3,0,male,,0,0,8.0500
3,0,male,21,0,0,7.9250
3,0,male,25,0,0,7.9250
3,0,male,22,0,0,7.2500
3,1,male,25,1,0,7.7750
3,1,male,,1,1,22.3583
3,1,female,,1,1,22.3583
3,1,female,,0,2,22.3583
3,0,female,,0,0,8.1375
3,0,male,24,0,0,8.0500
3,0,female,28,0,0,7.8958
3,0,male,19,0,0,7.8958
3,0,male,,0,0,7.8958
3,0,male,25,1,0,7.7750
3,0,female,18,0,0,7.7750
3,1,male,32,0,0,8.0500
3,0,male,,0,0,7.8958
3,0,male,17,0,0,8.6625
3,0,male,24,0,0,8.6625
3,0,male,,0,0,7.8958
3,0,female,,0,0,8.1125
3,0,male,,0,0,7.2292
3,0,male,,0,0,7.2500
3,0,male,38,0,0,7.8958
3,0,male,21,0,0,8.0500
3,0,male,10,4,1,29.1250
3,0,male,4,4,1,29.1250
3,0,male,7,4,1,29.1250
3,0,male,2,4,1,29.1250
3,0,male,8,4,1,29.1250
3,0,female,39,0,5,29.1250
3,0,female,22,0,0,39.6875
3,0,male,35,0,0,7.1250
3,1,female,,0,0,7.7208
3,0,male,,0,0,14.5000
3,0,female,,0,0,14.5000
3,0,male,50,1,0,14.5000
3,0,female,47,1,0,14.5000
3,0,male,,0,0,8.0500
3,0,male,,0,0,7.7750
3,0,female,2,1,1,20.2125
3,0,male,18,1,1,20.2125
3,0,female,41,0,2,20.2125
3,1,female,,0,0,8.0500
3,0,male,50,0,0,8.0500
3,0,male,16,0,0,8.0500
3,1,male,,0,0,7.7500
3,0,male,,0,0,24.1500
3,0,male,,0,0,7.2292
3,0,male,25,0,0,7.2250
3,0,male,,0,0,7.2250
3,0,male,,0,0,7.7292
3,0,male,,0,0,7.5750
3,0,male,38.5,0,0,7.2500
3,0,male,,8,2,69.5500
3,0,male,14.5,8,2,69.5500
3,0,female,,8,2,69.5500
3,0,female,,8,2,69.5500
3,0,female,,8,2,69.5500
3,0,female,,8,2,69.5500
3,0,male,,8,2,69.5500
3,0,male,,8,2,69.5500
3,0,male,,8,2,69.5500
3,0,male,,1,9,69.5500
3,0,female,,1,9,69.5500
3,0,male,24,0,0,9.3250
3,1,female,21,0,0,7.6500
3,0,male,39,0,0,7.9250
3,0,male,,2,0,21.6792
3,0,male,,2,0,21.6792
3,0,male,,2,0,21.6792
3,1,female,1,1,1,16.7000
3,1,female,24,0,2,16.7000
3,1,female,4,1,1,16.7000
3,1,male,25,0,0,9.5000
3,0,male,20,0,0,8.0500
3,0,male,24.5,0,0,8.0500
3,0,male,,0,0,7.7250
3,0,male,,0,0,7.8958
3,0,male,,0,0,7.7500
3,1,male,29,0,0,9.5000
3,0,male,,0,0,15.1000
3,1,female,,0,0,7.7792
3,0,male,,0,0,8.0500
3,0,male,,0,0,8.0500
3,0,male,22,0,0,7.2292
3,0,male,,0,0,8.0500
3,0,male,40,0,0,7.8958
3,0,male,21,0,0,7.9250
3,1,female,18,0,0,7.4958
3,0,male,4,3,2,27.9000
3,0,male,10,3,2,27.9000
3,0,female,9,3,2,27.9000
3,0,female,2,3,2,27.9000
3,0,male,40,1,4,27.9000
3,0,female,45,1,4,27.9000
3,0,male,,0,0,7.8958
3,0,male,,0,0,8.0500
3,0,male,,0,0,8.6625
3,0,male,,0,0,7.7500
3,1,female,,0,0,7.7333
3,0,male,19,0,0,7.6500
3,0,male,30,0,0,8.0500
3,0,male,,0,0,8.0500
3,0,male,32,0,0,8.0500
3,0,male,,0,0,7.8958
3,0,male,33,0,0,8.6625
3,1,female,23,0,0,7.5500
3,0,male,21,0,0,8.0500
3,0,male,60.5,0,0,
3,0,male,19,0,0,7.8958
3,0,female,22,0,0,9.8375
3,1,male,31,0,0,7.9250
3,0,male,27,0,0,8.6625
3,0,female,2,0,1,10.4625
3,0,female,29,1,1,10.4625
3,1,male,16,0,0,8.0500
3,1,male,44,0,0,7.9250
3,0,male,25,0,0,7.0500
3,0,male,74,0,0,7.7750
3,1,male,14,0,0,9.2250
3,0,male,24,0,0,7.7958
3,1,male,25,0,0,7.7958
3,0,male,34,0,0,8.0500
3,1,male,0.4167,0,1,8.5167
3,0,male,,1,0,6.4375
3,0,male,,0,0,6.4375
3,0,male,,0,0,7.2250
3,1,female,16,1,1,8.5167
3,0,male,,0,0,8.0500
3,0,male,,1,0,16.1000
3,1,female,,1,0,16.1000
3,0,male,32,0,0,7.9250
3,0,male,,0,0,7.7500
3,0,male,,0,0,7.8958
3,0,male,30.5,0,0,8.0500
3,0,male,44,0,0,8.0500
3,0,male,,0,0,7.2292
3,1,male,25,0,0,0.0000
3,0,male,,0,0,7.2292
3,1,male,7,1,1,15.2458
3,1,female,9,1,1,15.2458
3,1,female,29,0,2,15.2458
3,0,male,36,0,0,7.8958
3,1,female,18,0,0,9.8417
3,1,female,63,0,0,9.5875
3,0,male,,1,1,14.5000
3,0,male,11.5,1,1,14.5000
3,0,male,40.5,0,2,14.5000
3,0,female,10,0,2,24.1500
3,0,male,36,1,1,24.1500
3,0,female,30,1,1,24.1500
3,0,male,,0,0,9.5000
3,0,male,33,0,0,9.5000
3,0,male,28,0,0,9.5000
3,0,male,28,0,0,9.5000
3,0,male,47,0,0,9.0000
3,0,female,18,2,0,18.0000
3,0,male,31,3,0,18.0000
3,0,male,16,2,0,18.0000
3,0,female,31,1,0,18.0000
3,1,male,22,0,0,7.2250
3,0,male,20,0,0,7.8542
3,0,female,14,0,0,7.8542
3,0,male,22,0,0,7.8958
3,0,male,22,0,0,9.0000
3,0,male,,0,0,8.0500
3,0,male,,0,0,7.5500
3,0,male,,0,0,8.0500
3,0,male,32.5,0,0,9.5000
3,1,female,38,0,0,7.2292
3,0,male,51,0,0,7.7500
3,0,male,18,1,0,6.4958
3,0,male,21,1,0,6.4958
3,1,female,47,1,0,7.0000
3,0,male,,0,0,8.7125
3,0,male,,0,0,7.5500
3,0,male,,0,0,8.0500
3,0,male,28.5,0,0,16.1000
3,0,male,21,0,0,7.2500
3,0,male,27,0,0,8.6625
3,0,male,,0,0,7.2500
3,0,male,36,0,0,9.5000
3,0,male,27,1,0,14.4542
3,1,female,15,1,0,14.4542
3,0,male,45.5,0,0,7.2250
3,0,male,,0,0,7.2250
3,0,male,,0,0,14.4583
3,0,female,14.5,1,0,14.4542
3,0,female,,1,0,14.4542
3,0,male,26.5,0,0,7.2250
3,0,male,27,0,0,7.2250
3,0,male,29,0,0,7.8750
